"","ID","GB_ACC","Species Scientific Name","Gene Symbol","ENTREZ_GENE_ID","Gene Title"
"15210","215837_x_at","AF113018","Homo sapiens","","",""
"15211","215838_at","AF212842","Homo sapiens","LILRA5","353514","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5"
"15212","215839_at","AF212842","Homo sapiens","LILRA5","353514","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5"
"15213","215840_at","AB040936","Homo sapiens","DNAH2","146754","dynein, axonemal, heavy chain 2"
"15214","215841_at","AL096814","Homo sapiens","GUCA1B","2979","guanylate cyclase activator 1B (retina)"
"15215","215842_s_at","AK024264","Homo sapiens","ATP11A","23250","ATPase, class VI, type 11A"
"15216","215843_s_at","AK026106","Homo sapiens","TLL2","7093","tolloid-like 2"
"15217","215844_at","AK022217","Homo sapiens","TNPO2","30000","transportin 2"
"15218","215845_x_at","AK026493","Homo sapiens","","",""
"15219","215846_at","AL117571","Homo sapiens","","",""
"15220","215847_at","BC000975","Homo sapiens","HERC2P3","283755","hect domain and RLD 2 pseudogene 3"
"15221","215848_at","AW139369","Homo sapiens","SCAPER","49855","S-phase cyclin A-associated protein in the ER"
"15222","215849_x_at","AK022235","Homo sapiens","TTC18","118491","tetratricopeptide repeat domain 18"
"15223","215850_s_at","AK022209","Homo sapiens","NDUFA5","4698","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa"
"15224","215851_at","S82592","Homo sapiens","MECOM","2122","MDS1 and EVI1 complex locus"
"15225","215852_x_at","AK022023","Homo sapiens","C20orf117","140710","chromosome 20 open reading frame 117"
"15226","215853_at","AK021640","Homo sapiens","","",""
"15227","215854_at","AU146050","Homo sapiens","","",""
"15228","215855_s_at","AK021741","Homo sapiens","TMF1","7110","TATA element modulatory factor 1"
"15229","215856_at","AK025833","Homo sapiens","SIGLEC15","284266","sialic acid binding Ig-like lectin 15"
"15230","215857_at","AK022309","Homo sapiens","NCLN","56926","nicalin"
"15231","215858_at","AK022363","Homo sapiens","","",""
"15232","215859_at","AK022309","Homo sapiens","NCLN","56926","nicalin"
"15233","215860_at","AU158606","Homo sapiens","SYT12","91683","Synaptotagmin XII"
"15234","215861_at","AK024093","Homo sapiens","","",""
"15235","215862_at","AK022363","Homo sapiens","","",""
"15236","215863_at","AK022002","Homo sapiens","TFR2","7036","transferrin receptor 2"
"15237","215864_at","AK025077","Homo sapiens","","",""
"15238","215865_at","AK024381","Homo sapiens","SYT12","91683","Synaptotagmin XII"
"15239","215866_at","AK024938","Homo sapiens","","",""
"15240","215867_x_at","AL050025","Homo sapiens","CA12","771","carbonic anhydrase XII"
"15241","215868_x_at","AK026238","Homo sapiens","","",""
"15242","215869_at","AK022254","Homo sapiens","","",""
"15243","215870_s_at","AL158172","Homo sapiens","PLA2G5","5322","phospholipase A2, group V"
"15244","215871_at","AL158172","Homo sapiens","","",""
"15245","215872_at","AK024445","Homo sapiens","","",""
"15246","215873_x_at","AK024446","Homo sapiens","ABCC10","89845","ATP-binding cassette, sub-family C (CFTR/MRP), member 10"
"15247","215874_at","AK026820","Homo sapiens","","",""
"15248","215875_at","AK026820","Homo sapiens","","",""
"15249","215876_at","AK022254","Homo sapiens","","",""
"15250","215877_at","AK024445","Homo sapiens","C14orf56","89919","chromosome 14 open reading frame 56"
"15251","215878_at","BG435463","Homo sapiens","ITGB1","3688","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"15252","215879_at","M34189","Homo sapiens","ITGB1","3688","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"15253","215880_at","AI364950","Homo sapiens","NAGLU","4669","N-acetylglucosaminidase, alpha"
"15254","215881_x_at","BF184274","Homo sapiens","SSX2 /// SSX2B /// SSX3","10214 /// 6757 /// 727837","synovial sarcoma, X breakpoint 2 /// synovial sarcoma, X breakpoint 2B /// synovial sarcoma, X breakpoint 3"
"15255","215882_at","AK025247","Homo sapiens","CEP152","22995","centrosomal protein 152kDa"
"15256","215883_at","AK022326","Homo sapiens","CTNNA1","1495","Catenin (cadherin-associated protein), alpha 1, 102kDa"
"15257","215884_s_at","AK001029","Homo sapiens","UBQLN2","29978","ubiquilin 2"
"15258","215885_at","BF184274","Homo sapiens","SSX7","280658","synovial sarcoma, X breakpoint 7"
"15259","215886_x_at","AF022790","Homo sapiens","USP12","219333","ubiquitin specific peptidase 12"
"15260","215887_at","AK027128","Homo sapiens","ZNF277","11179","zinc finger protein 277"
"15261","215888_at","AK026889","Homo sapiens","PDS5B","23047","PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)"
"15262","215889_at","X15217","Homo sapiens","SKIL","6498","SKI-like oncogene"
"15263","215890_at","X61094","Homo sapiens","GM2A","2760","GM2 ganglioside activator"
"15264","215891_s_at","X61094","Homo sapiens","GM2A","2760","GM2 ganglioside activator"
"15265","215892_at","AK021474","Homo sapiens","ZNF440","126070","Zinc finger protein 440"
"15266","215893_x_at","AF339787","Homo sapiens","","",""
"15267","215894_at","AI460323","Homo sapiens","PTGDR","5729","prostaglandin D2 receptor (DP)"
"15268","215895_x_at","AK022061","Homo sapiens","PLIN2","123","Perilipin 2"
"15269","215896_at","AU144277","Homo sapiens","","",""
"15270","215897_at","AF283769","Homo sapiens","MED25","81857","mediator complex subunit 25"
"15271","215898_at","AK021879","Homo sapiens","TTLL5","23093","tubulin tyrosine ligase-like family, member 5"
"15272","215899_at","AK022331","Homo sapiens","","",""
"15273","215900_at","AK022331","Homo sapiens","","",""
"15274","215901_at","X68011","Homo sapiens","ZNF81","347344","zinc finger protein 81"
"15275","215902_at","AF009267","Homo sapiens","","",""
"15276","215903_s_at","BE786598","Homo sapiens","MAST2","23139","microtubule associated serine/threonine kinase 2"
"15277","215904_at","AL049698","Homo sapiens","MLLT4","4301","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"
"15278","215905_s_at","AL157420","Homo sapiens","SNRNP40","9410","small nuclear ribonucleoprotein 40kDa (U5)"
"15279","215906_at","S65921","Homo sapiens","","",""
"15280","215907_at","AK027193","Homo sapiens","","",""
"15281","215908_at","AF009267","Homo sapiens","","",""
"15282","215909_x_at","AL157418","Homo sapiens","MINK1","50488","misshapen-like kinase 1"
"15283","215910_s_at","AL137000","Homo sapiens","FNDC3A","22862","fibronectin type III domain containing 3A"
"15284","215911_x_at","AW615612","Homo sapiens","ATP2B3","492","ATPase, Ca++ transporting, plasma membrane 3"
"15285","215912_at","AA758795","Homo sapiens","GNAO1","2775","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
"15286","215913_s_at","AK023668","Homo sapiens","GULP1","51454","GULP, engulfment adaptor PTB domain containing 1"
"15287","215914_at","AK000864","Homo sapiens","","",""
"15288","215915_at","AK023668","Homo sapiens","GULP1","51454","GULP, engulfment adaptor PTB domain containing 1"
"15289","215916_at","AL157418","Homo sapiens","CHRNE","1145","cholinergic receptor, nicotinic, epsilon"
"15290","215917_at","AL049037","Homo sapiens","RAD21L1","642636","RAD21-like 1 (S. pombe)"
"15291","215918_s_at","AA131826","Homo sapiens","SPTBN1","6711","spectrin, beta, non-erythrocytic 1"
"15292","215919_s_at","BC000200","Homo sapiens","MRPS11","64963","mitochondrial ribosomal protein S11"
"15293","215920_s_at","AC002544","Homo sapiens","NPIPL2 /// NPIPL3 /// PDXDC2P","23117 /// 283970 /// 440348","nuclear pore complex interacting protein-like 2 /// nuclear pore complex interacting protein-like 3 /// pyridoxal-dependent decarboxylase domain containing 2, pseudogene"
"15294","215921_at","AC002544","Homo sapiens","NPIPL3","23117","nuclear pore complex interacting protein-like 3"
"15295","215922_at","AL049259","Homo sapiens","REPS1","85021","RALBP1 associated Eps domain containing 1"
"15296","215923_s_at","AK023421","Homo sapiens","PSD4","23550","pleckstrin and Sec7 domain containing 4"
"15297","215924_at","AK022102","Homo sapiens","","",""
"15298","215925_s_at","AF283777","Homo sapiens","CD72","971","CD72 molecule"
"15299","215926_x_at","AK023513","Homo sapiens","SNAPC4","6621","small nuclear RNA activating complex, polypeptide 4, 190kDa"
"15300","215927_at","AV657604","Homo sapiens","ARFGEF2","10564","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)"
"15301","215928_at","AK022192","Homo sapiens","","",""
"15302","215929_at","AL080132","Homo sapiens","LOC283079","283079","Hypothetical protein LOC283079"
"15303","215930_s_at","U73682","Homo sapiens","CTAGE5","4253","CTAGE family, member 5"
"15304","215931_s_at","AV657604","Homo sapiens","ARFGEF2","10564","ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)"
"15305","215932_at","AL031073","Homo sapiens","MAGEC2","51438","melanoma antigen family C, 2"
"15306","215933_s_at","Z21533","Homo sapiens","HHEX","3087","hematopoietically expressed homeobox"
"15307","215934_at","D16471","Homo sapiens","","",""
"15308","215935_at","AL080148","Homo sapiens","FAM75A1 /// FAM75A2 /// FAM75A3 /// FAM75A4 /// FAM75A5 /// FAM75A6 /// FAM75A7","26165 /// 389730 /// 642265 /// 642629 /// 647060 /// 727830 /// 727905","family with sequence similarity 75, member A1 /// family with sequence similarity 75, member A2 /// family with sequence similarity 75, member A3 /// family with sequence similarity 75, member A4 /// family with sequence similarity 75, member A5 /// family with sequence similarity 75, member A6 /// family with sequence similarity 75, member A7"
"15309","215936_s_at","AK001657","Homo sapiens","KIAA1033","23325","KIAA1033"
"15310","215937_at","U31099","Homo sapiens","PTGDR","5729","prostaglandin D2 receptor (DP)"
"15311","215938_s_at","AK001290","Homo sapiens","PLA2G6","8398","phospholipase A2, group VI (cytosolic, calcium-independent)"
"15312","215939_at","AU148005","Homo sapiens","","",""
"15313","215940_at","U80773","Homo sapiens","","",""
"15314","215941_at","D16471","Homo sapiens","","",""
"15315","215942_s_at","BF973178","Homo sapiens","GTSE1","51512","G-2 and S-phase expressed 1"
"15316","215943_at","AB051448","Homo sapiens","KIAA1661","85375","KIAA1661 protein"
"15317","215944_at","U80773","Homo sapiens","","",""
"15318","215945_s_at","BC005016","Homo sapiens","TRIM2","23321","tripartite motif-containing 2"
"15319","215946_x_at","AL022324","Homo sapiens","IGLL3P","91353","immunoglobulin lambda-like polypeptide 3, pseudogene"
"15320","215947_s_at","AF090094","Homo sapiens","FAM136A","84908","family with sequence similarity 136, member A"
"15321","215948_x_at","AI522311","Homo sapiens","ZMYM5","9205","zinc finger, MYM-type 5"
"15322","215949_x_at","BF002659","Homo sapiens","IGHM /// LOC100510678","100510678 /// 3507","immunoglobulin heavy constant mu /// hypothetical protein LOC100510678"
"15323","215951_at","AL137303","Homo sapiens","TBC1D2B","23102","TBC1 domain family, member 2B"
"15324","215952_s_at","AF090094","Homo sapiens","OAZ1","4946","ornithine decarboxylase antizyme 1"
"15325","215953_at","AL050020","Homo sapiens","LOC284649","284649","hypothetical LOC284649"
"15326","215954_s_at","AI200896","Homo sapiens","C19orf29","58509","chromosome 19 open reading frame 29"
"15327","215955_x_at","Y10388","Homo sapiens","ARHGAP26","23092","Rho GTPase activating protein 26"
"15328","215956_at","AK022065","Homo sapiens","","",""
"15329","215957_at","AV731367","Homo sapiens","UBE2D1","7321","ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)"
"15330","215958_at","AK022065","Homo sapiens","","",""
"15331","215959_at","AK001131","Homo sapiens","PPFIBP2","8495","PTPRF interacting protein, binding protein 2 (liprin beta 2)"
"15332","215960_at","AJ133127","Homo sapiens","SLC5A4","6527","solute carrier family 5 (low affinity glucose cotransporter), member 4"
"15333","215961_at","BF530348","Homo sapiens","F12","2161","coagulation factor XII (Hageman factor)"
"15334","215962_at","F10112","Homo sapiens","","",""
"15335","215963_x_at","Z98200","Homo sapiens","RPL3","6122","ribosomal protein L3"
"15336","215964_at","U80766","Homo sapiens","","",""
"15337","215965_at","AK022421","Homo sapiens","","",""
"15338","215966_x_at","AA292874","Homo sapiens","GK3P","2713","glycerol kinase 3 pseudogene"
"15339","215967_s_at","AL582804","Homo sapiens","LY9","4063","lymphocyte antigen 9"
"15340","215968_at","AF055018","Homo sapiens","","",""
"15341","215969_at","AL079289","Homo sapiens","","",""
"15342","215970_at","AL122093","Homo sapiens","LOC100130331","100130331","actin, gamma-like"
"15343","215971_at","AK022120","Homo sapiens","","",""
"15344","215972_at","AF070547","Homo sapiens","PART1","25859","prostate androgen-regulated transcript 1 (non-protein coding)"
"15345","215973_at","AF036973","Homo sapiens","HCG4P6","80868","HLA complex group 4 pseudogene 6"
"15346","215974_at","AF036973","Homo sapiens","","",""
"15347","215975_x_at","X68285","Homo sapiens","","",""
"15348","215976_at","AU146945","Homo sapiens","","",""
"15349","215977_x_at","X68285","Homo sapiens","GK","2710","glycerol kinase"
"15350","215978_x_at","AK021514","Homo sapiens","ZNF721","170960","zinc finger protein 721"
"15351","215979_s_at","AK022999","Homo sapiens","","",""
"15352","215980_s_at","AF052128","Homo sapiens","IGHMBP2","3508","immunoglobulin mu binding protein 2"
"15353","215981_at","AL137606","Homo sapiens","","",""
"15354","215982_s_at","AL049547","Homo sapiens","DOM3Z","1797","dom-3 homolog Z (C. elegans)"
"15355","215983_s_at","D83768","Homo sapiens","UBXN8","7993","UBX domain protein 8"
"15356","215984_s_at","AL121845","Homo sapiens","ARFRP1","10139","ADP-ribosylation factor related protein 1"
"15357","215985_at","X92110","Homo sapiens","NCRNA00171","80862","Non-protein coding RNA 171"
"15358","215986_at","AU146999","Homo sapiens","","",""
"15359","215987_at","AV654984","Homo sapiens","RAPGEF2","9693","Rap guanine nucleotide exchange factor (GEF) 2"
"15360","215988_s_at","AL121981","Homo sapiens","DLG1","1739","discs, large homolog 1 (Drosophila)"
"15361","215989_at","BE258133","Homo sapiens","CBX2","84733","chromobox homolog 2"
"15362","215990_s_at","S67779","Homo sapiens","BCL6","604","B-cell CLL/lymphoma 6"
"15363","215991_s_at","AU121504","Homo sapiens","KIAA0090","23065","KIAA0090"
"15364","215992_s_at","AL117397","Homo sapiens","RAPGEF2","9693","Rap guanine nucleotide exchange factor (GEF) 2"
"15365","215993_at","AF070543","Homo sapiens","","",""
"15366","215994_x_at","AK001196","Homo sapiens","TBC1D9B","23061","TBC1 domain family, member 9B (with GRAM domain)"
"15367","215995_x_at","AU147598","Homo sapiens","","",""
"15368","215996_at","AI446234","Homo sapiens","","",""
"15369","215997_s_at","AV694732","Homo sapiens","CUL4B","8450","cullin 4B"
"15370","215998_at","R38712","Homo sapiens","","",""
"15371","215999_at","U43383","Homo sapiens","CDRT1","374286","CMT1A duplicated region transcript 1"
"15372","216000_at","AA732995","Homo sapiens","","",""
"15373","216001_at","AL023753","Homo sapiens","PRAMEF12","390999","PRAME family member 12"
"15374","216002_at","AU147200","Homo sapiens","","",""
"15375","216003_at","U43383","Homo sapiens","COX10","1352","COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)"
"15376","216004_s_at","AP001748","Homo sapiens","PKNOX1","5316","PBX/knotted 1 homeobox 1"
"15377","216005_at","BF434846","Homo sapiens","TNC","3371","Tenascin C"
"15378","216006_at","AF070620","Homo sapiens","","",""
"15379","216007_at","AF052176","Homo sapiens","","",""
"15380","216008_s_at","AV694434","Homo sapiens","ARIH2","10425","ariadne homolog 2 (Drosophila)"
"15381","216009_at","U92027","Homo sapiens","SLC39A9","55334","Solute carrier family 39 (zinc transporter), member 9"
"15382","216010_x_at","D89324","Homo sapiens","FUT3","2525","fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)"
"15383","216011_at","U92027","Homo sapiens","SLC39A9","55334","Solute carrier family 39 (zinc transporter), member 9"
"15384","216012_at","U43604","Homo sapiens","","",""
"15385","216013_at","AL034396","Homo sapiens","ZXDB","158586","zinc finger, X-linked, duplicated B"
"15386","216014_s_at","AL034396","Homo sapiens","ZXDA /// ZXDB","158586 /// 7789","zinc finger, X-linked, duplicated A /// zinc finger, X-linked, duplicated B"
"15387","216015_s_at","AK027194","Homo sapiens","NLRP3","114548","NLR family, pyrin domain containing 3"
"15388","216016_at","AK027194","Homo sapiens","NLRP3","114548","NLR family, pyrin domain containing 3"
"15389","216017_s_at","AJ011081","Homo sapiens","NAB2","4665","NGFI-A binding protein 2 (EGR1 binding protein 2)"
"15390","216018_at","AJ243936","Homo sapiens","RNF5","6048","ring finger protein 5"
"15391","216019_x_at","AK021690","Homo sapiens","PHLDB1","23187","pleckstrin homology-like domain, family B, member 1"
"15392","216020_at","AL080107","Homo sapiens","IFIH1","64135","Interferon induced with helicase C domain 1"
"15393","216021_s_at","AW298713","Homo sapiens","GLRA3","8001","glycine receptor, alpha 3"
"15394","216022_at","AL049278","Homo sapiens","","",""
"15395","216023_at","AK026040","Homo sapiens","KDM4B","23030","lysine (K)-specific demethylase 4B"
"15396","216024_at","AK023207","Homo sapiens","DNM2","1785","dynamin 2"
"15397","216025_x_at","M21940","Homo sapiens","CYP2C9","1559","cytochrome P450, family 2, subfamily C, polypeptide 9"
"15398","216026_s_at","AL080203","Homo sapiens","POLE","5426","polymerase (DNA directed), epsilon"
"15399","216027_at","AI005473","Homo sapiens","TMX4","56255","thioredoxin-related transmembrane protein 4"
"15400","216028_at","AL049980","Homo sapiens","","",""
"15401","216029_at","AU159412","Homo sapiens","","",""
"15402","216030_s_at","AL049767","Homo sapiens","SEMG2","6407","semenogelin II"
"15403","216031_x_at","T53900","Homo sapiens","HN1L","90861","hematological and neurological expressed 1-like"
"15404","216032_s_at","AF091085","Homo sapiens","ERGIC3","51614","ERGIC and golgi 3"
"15405","216033_s_at","S74774","Homo sapiens","FYN","2534","FYN oncogene related to SRC, FGR, YES"
"15406","216034_at","AA558468","Homo sapiens","ZNF280A","129025","zinc finger protein 280A"
"15407","216035_x_at","AV721430","Homo sapiens","TCF7L2","6934","transcription factor 7-like 2 (T-cell specific, HMG-box)"
"15408","216036_x_at","AK001734","Homo sapiens","WDTC1","23038","WD and tetratricopeptide repeats 1"
"15409","216037_x_at","AA664011","Homo sapiens","TCF7L2","6934","transcription factor 7-like 2 (T-cell specific, HMG-box)"
"15410","216038_x_at","BE965715","Homo sapiens","DAXX","1616","death-domain associated protein"
"15411","216039_at","D38503","Homo sapiens","GABRA2","2555","gamma-aminobutyric acid (GABA) A receptor, alpha 2"
"15412","216040_x_at","AK024135","Homo sapiens","","",""
"15413","216041_x_at","AK023348","Homo sapiens","GRN","2896","granulin"
"15414","216042_at","AI275938","Homo sapiens","TNFRSF25","8718","tumor necrosis factor receptor superfamily, member 25"
"15415","216043_x_at","AK024135","Homo sapiens","","",""
"15416","216044_x_at","AK027146","Homo sapiens","FAM69A","388650","family with sequence similarity 69, member A"
"15417","216045_at","AB011137","Homo sapiens","CCDC144A","9720","coiled-coil domain containing 144A"
"15418","216046_at","AL109726","Homo sapiens","","",""
"15419","216047_x_at","AL050253","Homo sapiens","SEZ6L","23544","seizure related 6 homolog (mouse)-like"
"15420","216048_s_at","AK023621","Homo sapiens","RHOBTB3","22836","Rho-related BTB domain containing 3"
"15421","216049_at","AK023621","Homo sapiens","RHOBTB3","22836","Rho-related BTB domain containing 3"
"15422","216050_at","AK024584","Homo sapiens","","",""
"15423","216051_x_at","AK022045","Homo sapiens","","",""
"15424","216052_x_at","AF115765","Homo sapiens","ARTN","9048","artemin"
"15425","216053_x_at","AI143919","Homo sapiens","FAM182A","284800","Family with sequence similarity 182, member A"
"15426","216054_x_at","X58851","Homo sapiens","MYL4","4635","myosin, light chain 4, alkali; atrial, embryonic"
"15427","216055_at","AK022920","Homo sapiens","PDGFB","5155","platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)"
"15428","216056_at","AW851559","Homo sapiens","CD44","960","CD44 molecule (Indian blood group)"
"15429","216057_at","AK021928","Homo sapiens","RAB3GAP2","25782","RAB3 GTPase activating protein subunit 2 (non-catalytic)"
"15430","216058_s_at","X65962","Homo sapiens","CYP2C19","1557","cytochrome P450, family 2, subfamily C, polypeptide 19"
"15431","216059_at","U02309","Homo sapiens","PAX3","5077","paired box 3"
"15432","216060_s_at","AK021890","Homo sapiens","DAAM1","23002","dishevelled associated activator of morphogenesis 1"
"15433","216061_x_at","AU150748","Homo sapiens","PDGFB","5155","platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)"
"15434","216062_at","AW851559","Homo sapiens","LOC100507164","100507164","hypothetical LOC100507164"
"15435","216063_at","N55205","Homo sapiens","HBBP1","3044","hemoglobin, beta pseudogene 1"
"15436","216064_s_at","W27131","Homo sapiens","AGA","175","aspartylglucosaminidase"
"15437","216065_at","AL031228","Homo sapiens","","",""
"15438","216066_at","AK024328","Homo sapiens","ABCA1","19","ATP-binding cassette, sub-family A (ABC1), member 1"
"15439","216067_at","AU145203","Homo sapiens","","",""
"15440","216068_at","AL110248","Homo sapiens","","",""
"15441","216069_at","AL050065","Homo sapiens","","",""
"15442","216070_at","AL049331","Homo sapiens","","",""
"15443","216071_x_at","AF132033","Homo sapiens","MED12","9968","mediator complex subunit 12"
"15444","216072_at","AL050065","Homo sapiens","","",""
"15445","216073_at","AL109678","Homo sapiens","ANKRD34C","390616","ankyrin repeat domain 34C"
"15446","216074_x_at","AK001727","Homo sapiens","WWC1","23286","WW and C2 domain containing 1"
"15447","216075_at","AF119418","Homo sapiens","","",""
"15448","216076_at","AW445040","Homo sapiens","L3MBTL1","26013","l(3)mbt-like 1 (Drosophila)"
"15449","216077_s_at","AW445040","Homo sapiens","L3MBTL1","26013","l(3)mbt-like 1 (Drosophila)"
"15450","216078_at","AL109681","Homo sapiens","","",""
"15451","216079_at","AK022721","Homo sapiens","EPM2A","7957","epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
"15452","216080_s_at","AC004770","Homo sapiens","FADS3","3995","fatty acid desaturase 3"
"15453","216081_at","AK027151","Homo sapiens","LAMA4","3910","laminin, alpha 4"
"15454","216082_at","AK022450","Homo sapiens","NEU3","10825","sialidase 3 (membrane sialidase)"
"15455","216083_s_at","AK022450","Homo sapiens","NEU3","10825","sialidase 3 (membrane sialidase)"
"15456","216084_at","AL080137","Homo sapiens","C9orf144","389715","transmembrane protein C9orf144B pseudogene"
"15457","216085_at","AL080128","Homo sapiens","DKFZP434C153","26105","DKFZP434C153 protein"
"15458","216086_at","AB028977","Homo sapiens","SV2C","22987","synaptic vesicle glycoprotein 2C"
"15459","216087_at","AL078636","Homo sapiens","","",""
"15460","216088_s_at","AL078633","Homo sapiens","PSMA7","5688","proteasome (prosome, macropain) subunit, alpha type, 7"
"15461","216089_at","BE877397","Homo sapiens","MCFD2","90411","multiple coagulation factor deficiency 2"
"15462","216090_x_at","AL078636","Homo sapiens","","",""
"15463","216091_s_at","AF101784","Homo sapiens","BTRC","8945","beta-transducin repeat containing"
"15464","216092_s_at","AL365347","Homo sapiens","SLC7A8","23428","solute carrier family 7 (amino acid transporter, L-type), member 8"
"15465","216093_at","AL050053","Homo sapiens","","",""
"15466","216094_at","AK025323","Homo sapiens","","",""
"15467","216095_x_at","AF057354","Homo sapiens","MTMR1","8776","myotubularin related protein 1"
"15468","216096_s_at","AF064842","Homo sapiens","NRXN1","9378","neurexin 1"
"15469","216097_at","AF090910","Homo sapiens","","",""
"15470","216098_s_at","U86813","Homo sapiens","HTR7 /// HTR7P1","3363 /// 93164","5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled) /// 5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1"
"15471","216099_at","U86813","Homo sapiens","HTR7P1","93164","5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1"
"15472","216100_s_at","BG289527","Homo sapiens","TOR1AIP1","26092","torsin A interacting protein 1"
"15473","216101_at","AL049242","Homo sapiens","","",""
"15474","216102_at","AK021690","Homo sapiens","PHLDB1","23187","pleckstrin homology-like domain, family B, member 1"
"15475","216103_at","AB014607","Homo sapiens","ACOT11","26027","acyl-CoA thioesterase 11"
"15476","216104_at","AF090910","Homo sapiens","LOC100505960","100505960","hypothetical LOC100505960"
"15477","216105_x_at","X86428","Homo sapiens","PPP2R4","5524","protein phosphatase 2A activator, regulatory subunit 4"
"15478","216106_at","AL109682","Homo sapiens","LOC145678","145678","hypothetical protein LOC145678"
"15479","216107_at","AF218021","Homo sapiens","LOC100129503","100129503","hypothetical LOC100129503"
"15480","216108_at","AK024142","Homo sapiens","","",""
"15481","216109_at","AK025348","Homo sapiens","MED13L","23389","Mediator complex subunit 13-like"
"15482","216110_x_at","AU147017","Homo sapiens","","",""
"15483","216111_x_at","U38979","Homo sapiens","PMS2P3","5387","postmeiotic segregation increased 2 pseudogene 3"
"15484","216112_at","AU157200","Homo sapiens","","",""
"15485","216113_at","AF070566","Homo sapiens","ABI2","10152","Abl-interactor 2"
"15486","216114_at","AL049430","Homo sapiens","NCKIPSD","51517","NCK interacting protein with SH3 domain"
"15487","216115_at","AK024873","Homo sapiens","NF1","4763","neurofibromin 1"
"15488","216116_at","AL049430","Homo sapiens","NCKIPSD","51517","NCK interacting protein with SH3 domain"
"15489","216117_at","AK025114","Homo sapiens","EXOSC2","23404","exosome component 2"
"15490","216118_at","AU148024","Homo sapiens","","",""
"15491","216119_s_at","AL109804","Homo sapiens","SPEF1","25876","sperm flagellar 1"
"15492","216120_s_at","X63575","Homo sapiens","ATP2B2","491","ATPase, Ca++ transporting, plasma membrane 2"
"15493","216121_at","AL080106","Homo sapiens","","",""
"15494","216122_at","AK024543","Homo sapiens","","",""
"15495","216123_x_at","AK024158","Homo sapiens","","",""
"15496","216124_at","AK024158","Homo sapiens","","",""
"15497","216125_s_at","AF064606","Homo sapiens","RANBP9","10048","RAN binding protein 9"
"15498","216126_at","AK022418","Homo sapiens","","",""
"15499","216127_at","Z84717","Homo sapiens","PDIA2","64714","protein disulfide isomerase family A, member 2"
"15500","216128_at","AF052173","Homo sapiens","TBCD","6904","tubulin folding cofactor D"
"15501","216129_at","AL117659","Homo sapiens","ATP9A","10079","ATPase, class II, type 9A"
"15502","216130_at","AK021633","Homo sapiens","","",""
"15503","216131_at","AK000244","Homo sapiens","FRMD4B","23150","FERM domain containing 4B"
"15504","216132_at","AK021992","Homo sapiens","","",""
"15505","216133_at","AA284903","Homo sapiens","TRD@","6964","T cell receptor delta locus"
"15506","216134_at","AK000244","Homo sapiens","FRMD4B","23150","FERM domain containing 4B"
"15507","216135_at","AK000122","Homo sapiens","IQCK","124152","IQ motif containing K"
"15508","216136_at","AF113683","Homo sapiens","","",""
"15509","216137_s_at","AL031718","Homo sapiens","MAPK8IP3","23162","Mitogen-activated protein kinase 8 interacting protein 3"
"15510","216138_at","AL137285","Homo sapiens","","",""
"15511","216139_s_at","AL031718","Homo sapiens","MAPK8IP3","23162","mitogen-activated protein kinase 8 interacting protein 3"
"15512","216140_at","AL137378","Homo sapiens","","",""
"15513","216141_at","AL137285","Homo sapiens","","",""
"15514","216142_at","AL137403","Homo sapiens","","",""
"15515","216143_at","AL137403","Homo sapiens","","",""
"15516","216144_at","AL137378","Homo sapiens","","",""
"15517","216145_at","AL137713","Homo sapiens","","",""
"15518","216146_at","AF113683","Homo sapiens","","",""
"15519","216147_at","AL353942","Homo sapiens","","",""
"15520","216148_at","AL353942","Homo sapiens","","",""
"15521","216149_at","AL359623","Homo sapiens","LRRC37BP1","147172","leucine rich repeat containing 37B pseudogene 1"
"15522","216150_at","AK021609","Homo sapiens","","",""
"15523","216151_at","AK021609","Homo sapiens","","",""
"15524","216152_at","AK021633","Homo sapiens","","",""
"15525","216153_x_at","AK022897","Homo sapiens","RECK","8434","reversion-inducing-cysteine-rich protein with kazal motifs"
"15526","216154_at","AF339787","Homo sapiens","","",""
